Plant Code,Plant Name,FIPS
214,Alta Powerhouse,p06061
215,Angels,p06009
217,Balch 1,p06019
218,Balch 2,p06019
219,Belden,p06063
220,Bucks Creek,p06063
221,Butt Valley,p06063
222,Caribou 1,p06063
223,Caribou 2,p06063
224,Centerville PH,p06007
225,Chili Bar,p06017
226,Coal Canyon,p06007
227,Coleman PH,p06089
228,Contra Costa,p06013
229,Cow Creek,p06089
231,Cresta,p06007
232,De Sabla,p06007
233,Deer Creek PH,p06057
235,Drum 1,p06061
236,Drum 2,p06061
237,Dutch Flat,p06061
238,El Dorado,p06017
239,Electra,p06005
240,Haas,p06019
241,Halsey,p06061
242,Hamilton Branch,p06063
243,Hat Creek 1,p06089
244,Hat Creek 2,p06089
246,Humboldt Bay,p06023
247,Hunters Point,p06075
248,Inskip,p06103
249,James B Black,p06089
250,Kerckhoff,p06019
253,Kilarc,p06089
254,Kings River PH,p06019
255,Lime Saddle,p06007
258,Merced Falls,p06047
260,Dynegy Moss Landing Power Plant,p06053
261,Murphys,p06009
262,Narrows PH,p06057
264,Phoenix,p06109
265,Pit 1,p06089
266,Pit 3,p06089
267,Pit 4,p06089
268,Pit 5,p06089
269,Pit 6,p06089
270,Pit 7,p06089
271,Pittsburg Power,p06013
272,Poe,p06007
274,Potter Valley,p06045
275,Rock Creek,p06063
276,San Joaquin 2,p06039
277,San Joaquin 3,p06039
279,Salt Springs,p06005
280,South,p06103
281,Spaulding 1,p06057
282,Spaulding 2,p06057
283,Spaulding 3,p06057
284,Spring Gap,p06109
285,Stanislaus,p06109
286,Geysers Unit 5-20,p06097
287,Tiger Creek,p06005
289,Tule River,p06107
290,Volta 1,p06089
291,West Point PH,p06005
292,Wise,p06061
293,A G Wishon,p06039
294,Copco 1,p06093
295,Copco 2,p06093
296,Fall Creek,p06093
297,Iron Gate,p06093
298,Limestone,p48293
299,Blundell,p49001
300,Division,p06073
301,El Cajon,p06073
302,Encina,p06073
303,Kearny,p06073
305,Miramar,p06073
306,Naval Station,p06073
307,North Island,p06073
309,Silver Gate,p06073
312,Refuse & Coal,p39049
314,Drop 5,p06025
315,AES Alamitos LLC,p06037
316,Sepulveda Canyon,p06037
317,Big Creek 1,p06019
318,Big Creek 2,p06019
319,Big Creek 3,p06019
320,Big Creek 4,p06039
321,Big Creek 8,p06019
322,Big Creek 2A,p06019
323,Bishop Creek 2,p06027
324,Bishop Creek 3,p06027
325,Bishop Creek 4,p06027
326,Bishop Creek 5,p06027
327,Bishop Creek 6,p06027
328,Borel,p06029
329,Coolwater,p06071
330,El Segundo Power,p06037
331,Etiwanda Generating Station,p06071
332,Fontana,p06071
335,AES Huntington Beach LLC,p06059
336,Kaweah 2,p06107
337,Kaweah 1,p06107
338,Kaweah 3,p06107
339,Kern River 3,p06029
340,Kern River 1,p06029
341,Long Beach Generation LLC,p06037
342,Lundy,p06051
344,Mammoth Pool,p06039
345,Mandalay,p06111
350,Ormond Beach,p06111
353,Poole,p06051
354,Portal,p06019
356,AES Redondo Beach LLC,p06037
357,Rush Creek,p06051
358,Mountainview Generating Station,p06071
360,San Onofre Nuclear Generating Station,p06073
361,Santa Ana 1,p06071
363,Santa Ana 3,p06071
365,Lower Tule River,p06107
371,Columbia Generating Station,p53005
375,Magnolia,p06037
376,Pardee,p06005
377,Grayson,p06037
378,Prairie River,p27061
380,Dion R Holm,p06109
381,Moccasin,p06109
382,R C Kirkwood,p06109
383,Brawley,p06025
384,Joliet 29,p17197
385,Drop 2 (CA),p06025
386,Drop 3 (CA),p06025
387,Drop 4,p06025
388,Pilot Knob,p06025
389,El Centro,p06025
391,Big Pine Creek,p06027
392,Castaic,p06037
393,Control Gorge,p06027
394,Cottonwood,p06027
396,Foothill,p06037
397,Franklin (CA),p06037
398,Haiwee,p06027
399,Harbor,p06037
400,Haynes,p06037
401,Middle Gorge,p06051
402,Pleasant Valley Hydro,p06027
403,San Fernando,p06037
404,Scattergood,p06037
407,Upper Gorge,p06051
408,Valley (CA),p06037
409,Exchequer,p06043
410,McSwain,p06043
412,Chicago Park,p06057
413,Dutch Flat 2,p06057
414,Beardsley,p06109
415,Donnells,p06109
416,Tulloch,p06109
417,Forbestown,p06007
418,Kelly Ridge,p06007
419,Woodleaf,p06007
420,Broadway (CA),p06037
422,Glenarm,p06037
424,French Meadows,p06061
425,Middle Fork,p06061
426,Oxbow (CA),p06061
427,Ralston,p06061
428,Parker,p06047
430,Camino,p06017
431,Jaybird,p06017
432,Loon Lake,p06017
433,Robbs Peak,p06017
435,White Rock/Slab Creek,p06017
436,Devil Canyon,p06071
437,Edward C Hyatt,p06007
438,Thermalito,p06007
439,Don Pedro,p06109
440,La Grange,p06099
441,Folsom,p06067
442,Judge F Carr,p06089
443,Keswick,p06089
444,Nimbus,p06067
445,Shasta,p06089
446,ONeill,p06047
447,Parker Dam,p06071
448,W R Gianelli,p06047
450,Spring Creek,p06089
451,Trinity,p06105
454,Colgate,p06115
455,Narrows 2,p06115
457,Bear Valley,p06073
460,Pueblo,p08101
462,W N Clark,p08043
464,Alamosa,p08003
465,Arapahoe,p08031
466,Boulder Canyon Hydro,p08013
467,Cabin Creek,p08019
468,Cameo,p08077
469,Cherokee,p08001
470,Comanche (CO),p08101
471,Fruita,p08077
472,Georgetown Hydro,p08019
473,Grand Valley Project Power Plant,p08077
474,Salida,p08015
476,Shoshone (CO),p08045
477,Valmont,p08013
478,Zuni,p08031
479,Temescal,p06065
480,Corona,p06065
481,Perris,p06065
482,Rio Hondo,p06037
483,Coyote Creek,p06059
484,Red Mountain,p06073
487,Valley View,p06059
489,Upper Dawson,p06099
491,Center,p08109
492,Martin Drake,p08041
493,George Birdsall,p08041
494,Manitou Springs,p08041
495,Ruxton Park,p08041
502,Holly,p08099
504,Julesburg,p08115
505,Boysen,p56013
506,La Junta,p08089
507,Las Animas,p08011
508,Lamar Plant,p08099
510,Sonoma California Geothermal,p06097
511,Trinidad (CO),p08071
512,Blue Mesa,p08051
513,Estes,p08069
514,Morrow Point,p08085
515,Big Thompson,p08069
516,Green Mountain,p08117
517,Marys Lake,p08069
518,Flatiron,p08069
519,Pole Hill,p08069
520,Lower Molina,p08077
521,Upper Molina,p08077
525,Hayden,p08107
527,Nucla,p08085
529,Rancho Seco Solar,p06067
531,Camp Far West,p06061
533,McWilliams,p01039
534,Jones Fork,p06017
535,McClellan (CA),p06067
537,Camanche,p06077
539,Rocky River (CT),p09190
540,Branford,p09170
541,Bulls Bridge,p09190
542,Cos Cob,p09190
544,Devon Station,p09170
546,Montville Station,p09180
547,Northfield Mountain,p25011
550,Kettle Falls Generating Station,p53065
551,Scotland Dam,p09180
552,Shepaug,p09140
553,Stevenson,p09120
554,Taftville,p09180
557,Tunnel,p09180
559,Rainbow (CT),p09110
560,Falls Village,p09160
561,Franklin Drive,p09160
562,Middletown,p09130
563,South Meadow,p09110
564,Stanton Energy Center,p12095
565,Torrington Terminal,p09160
566,Millstone,p09180
568,Bridgeport Station,p09120
579,Central Hudson High Falls,p36111
581,North Main Street,p09180
583,Tenth Street,p09180
584,Navajo Dam,p35045
585,Drop 1,p06025
586,East Highline,p06025
589,J C McNeil,p50007
591,Christiana,p10003
592,Delaware City 10,p10003
593,Edge Moor,p10003
594,Indian River Generating Station,p10005
597,West Station (DE),p10003
599,McKee Run,p10001
602,Brandon Shores,p24003
607,Fredonia,p53057
609,Cape Canaveral,p12009
610,Cutler,p12086
612,Fort Myers,p12071
613,Lauderdale,p12011
617,Port Everglades,p12011
619,Riviera,p12099
620,Sanford,p12127
621,Turkey Point,p12086
622,South Fork Tolt,p53033
624,Avon Park,p12055
625,Upper Mechanicville,p36091
626,Oak Flat,p06063
627,Bayboro,p12103
628,Crystal River,p12017
629,G E Turner,p12127
630,Higgins,p12103
632,Newcastle,p06061
634,P L Bartow,p12103
637,Rio Pinar,p12095
638,Suwannee River,p12121
641,Crist,p12033
642,Scholz,p12063
643,Lansing Smith,p12005
645,Big Bend,p12057
646,F J Gannon,p12057
647,Hookers Point,p12057
649,Vogtle,p13033
650,Kensico,p36119
658,Henry D King,p12111
663,Deerhaven Generating Station,p12001
664,John R Kelly,p12001
665,G W Ivey,p12086
666,J D Kennedy,p12031
667,Northside Generating Station,p12031
668,Southside Generating Station,p12031
672,Hansel,p12097
673,Tom G Smith,p12099
674,Pilot Butte,p56013
675,Larsen Memorial,p12105
676,C D McIntosh Jr,p12105
678,W K Sanders,p50015
679,Smith Street,p12127
681,W E Swoope,p12127
682,Kerckhoff 2,p06019
683,Indian River Plant,p12009
685,St Cloud,p12097
688,Arvah B Hopkins,p12073
689,S O Purdom,p12129
690,J Woodruff,p12063
692,Medicine Bow,p56007
696,Marathon Generating Plant,p12087
698,Trenton North,p29079
699,Arkwright,p13021
700,Atkinson,p13067
701,Barnett Shoals,p13219
703,Bowen,p13015
704,Burton Dam,p13241
706,Flint River,p13095
707,Goat Rock,p13145
708,Hammond,p13115
709,Harllee Branch,p13237
710,Jack McDonough,p13067
711,Langdale,p13145
714,Toadtown,p06007
715,McManus,p13127
718,Nacoochee,p13241
719,North Highlands,p13215
720,Oliver Dam,p13215
722,Sinclair Dam,p13009
724,Terrora,p13241
725,Tugalo,p13137
727,Mitchell (GA),p13095
728,Yates,p13077
732,Boulevard,p13051
733,Kraft,p13051
734,Riverside (GA),p13051
736,Stevens Creek,p13073
745,Etiwanda,p06071
747,Dinner Lake,p12055
748,Phillips,p12055
751,Moccasin Low Head Hydro Project,p06109
752,Lake Blackshear Project,p13321
753,Crisp Plant,p13321
754,Hartwell Lake,p13147
757,Blue Ridge,p13111
758,Nottely,p13291
759,Buford,p13117
760,Allatoona,p13015
761,Walter F George,p13061
762,Ponca,p40071
773,Sullivan CR,p53051
776,Sly Creek,p06007
783,Basin Mills,p23019
784,Veazie C,p23019
785,Kingsley,p31101
788,East Barnet,p50005
790,Gem State,p16019
791,Canyon,p48091
794,Lewisville,p48121
805,Charles E Monty,p23001
808,Jarvis (Hinckley),p36065
809,American Falls,p16077
810,Bliss,p16047
811,Brownlee,p16087
812,C J Strike,p16073
813,Cascade Dam,p16085
814,Clear Lake,p16047
815,Lower Malad,p16047
816,Lower Salmon,p16047
817,Salmon Diesel,p16059
818,Shoshone Falls,p16053
819,Swan Falls,p16001
820,Thousand Springs,p16047
821,Twin Falls (ID),p16083
822,Upper Salmon A,p16083
823,Upper Malad,p16047
825,Ashton,p16043
826,Cove,p16029
827,Grace,p16029
829,Oneida,p16041
831,Soda,p16029
833,Cabinet Gorge,p16017
835,Post Falls,p16055
839,Scott Flat,p06057
840,Dworshak,p16035
841,City Power Plant,p16019
843,Lower No 2,p16019
844,Upper Power Plant,p16019
846,Combie South,p06061
850,Palisades Dam,p16019
851,Albeni Falls,p16017
856,E D Edwards,p17143
860,Sterling Avenue,p17179
861,Coffeen,p17135
862,Grand Tower Energy Center LLC,p17077
865,Bloom,p17031
866,Calumet,p17031
867,Crawford,p17031
869,Dresden Generating Station,p17063
870,Electric Junction,p17043
874,Joliet 9,p17197
876,Kincaid Generation LLC,p17021
877,Lombard,p17043
879,Powerton,p17179
880,Quad Cities Generating Station,p17161
882,Sabrooke,p17201
883,Waukegan,p17097
884,Will County,p17197
886,Fisk Street,p17031
887,Joppa Steam,p17127
889,Baldwin Energy Complex,p17157
891,Havana,p17125
892,Hennepin Power Station,p17155
894,Oglesby,p17099
895,Stallings,p17119
897,Vermilion,p17183
898,Wood River,p17119
899,Moline,p17161
902,Bottle Rock Power,p06033
903,Rockton,p17201
905,Alamo,p06037
913,Venice,p17119
917,Quincy Chute,p53025
925,Hydro Plant No 3,p49039
934,Breese,p17027
935,Bushnell,p17109
936,Carlyle,p17027
937,Carmi,p17193
940,Fairfield,p17191
941,Farmer City,p17039
943,Freeburg,p17163
944,Geneseo,p17073
946,Highland,p17119
948,McLeansboro,p17065
949,Marshall (IL),p17023
955,Peru (IL),p17099
956,C H Corn Hydroelectric Facility,p12039
957,Princeton (IL),p17011
958,Rantoul,p17019
959,Red Bud,p17157
960,North Ninth Street,p17141
961,South Main Street,p17141
963,Dallman,p17167
964,Lakeside,p17167
965,Reynolds,p17167
969,Sullivan (IL),p17139
971,Waterloo,p17133
972,Winnetka,p17031
976,Marion,p17199
983,Clifty Creek,p18077
986,Elkhart,p18039
987,Last Chance,p16029
988,Tanners Creek,p18029
989,Twin Branch,p18141
990,Harding Street,p18097
991,Eagle Valley (IN),p18109
992,CC Perry K,p18097
994,AES Petersburg,p18125
995,Bailly,p18127
996,Dean H Mitchell,p18089
997,Michigan City,p18091
998,Norway (IN),p18181
999,Oakdale,p18015
1001,Cayuga,p18165
1002,Connersville,p18041
1004,Edwardsport,p18083
1005,Markland,p18155
1006,Miami Wabash,p18169
1007,Noblesville,p18057
1008,R Gallagher,p18043
1010,Wabash River,p18167
1011,Broadway (IN),p18163
1012,F B Culley,p18173
1013,Northeast (IN),p18163
1016,Butler-Warner Generation Plant,p37051
1020,Manti Lower,p49039
1024,Crawfordsville Power Plant,p18107
1032,Logansport,p18017
1037,Peru (IN),p18103
1038,Rensselaer City Light Plant,p18073
1040,Whitewater Valley,p18177
1043,Frank E Ratts,p18125
1046,Dubuque,p19061
1047,Lansing,p19005
1048,Milton L Kapp,p19045
1052,Ames Diesel Generating Station,p19169
1058,Sixth Street,p19113
1060,Duane Arnold Energy Center,p19113
1067,Iowa Hydro LLC,p19097
1068,Marshalltown,p19127
1073,Prairie Creek,p19113
1077,Sutherland,p19127
1079,Coralville GT,p19103
1081,Riverside,p19163
1082,Walter Scott Jr Energy Center,p19155
1084,River Hills,p19153
1091,George Neal North,p19193
1097,Merle Parr,p19067
1104,Burlington (IA),p19057
1105,Centerville,p19007
1109,Keokuk,p17067
1120,Algona,p19109
1121,Alta Municipal Utilities,p19021
1122,Ames Electric Services Power Plant,p19169
1123,Anita,p19029
1124,Atlantic,p19029
1125,Bancroft,p19109
1126,Bellevue,p19097
1127,Bloomfield,p19051
1128,Brooklyn,p19157
1129,Cascade,p19061
1130,Gas Turbine (IA),p19013
1131,Streeter Station,p19013
1132,Coggon,p19113
1134,Corning,p19003
1135,Dayton (IA),p19187
1137,Estherville,p19063
1138,Forest City Light Plant,p19189
1141,Gowrie,p19187
1142,Graettinger,p19147
1143,Grand Junction,p19073
1144,Greenfield,p19001
1145,Grundy Center City Light Plant,p19075
1146,Harlan,p19165
1150,Indianola,p19181
1153,Lake Park,p19059
1154,Lake Mills,p19189
1155,Lamoni Municipal Utilities,p19053
1156,La Porte,p19013
1157,Laurens,p19151
1158,Lenox,p19173
1160,Manning,p19027
1162,Maquoketa 1,p19097
1163,McGregor,p19043
1164,Milford,p19059
1165,Montezuma,p19157
1166,Mt Pleasant,p19087
1167,Muscatine Plant #1,p19139
1168,New Hampton,p19037
1169,Ogden,p19015
1172,Osage (IA),p19131
1173,Ottumwa City of,p19179
1175,Pella,p19125
1176,Preston (IA),p19097
1177,Primghar,p19141
1180,Rockford,p19067
1181,Rock Rapids,p19119
1184,Sibley One,p19143
1186,Spencer Gas Turbine,p19041
1187,State Center,p19127
1188,Story City,p19169
1189,Strawberry Point,p19043
1190,Stuart (IA),p19077
1191,Sumner,p19017
1192,Traer Main,p19171
1193,Villisca Municipal Power Plant,p19137
1194,Vinton,p19011
1198,Webster City,p19079
1199,West Bend,p19147
1200,West Liberty,p19139
1201,Whittemore,p19109
1202,Wilton,p19139
1203,Winterset,p19121
1206,Summit Lake,p19175
1217,Earl F Wisdom,p19041
1218,Fair Station,p19139
1224,Bird City,p20023
1225,Colby,p20193
1230,Cimarron River,p20175
1233,Fort Dodge,p20057
1235,Great Bend - Sunflower,p20009
1239,Riverton,p20021
1240,Gordon Evans Energy Center,p20173
1241,La Cygne,p20107
1242,Murray Gill,p20173
1243,Neosho,p20099
1248,Hutchinson Energy Center,p20155
1250,Lawrence Energy Center,p20045
1251,Abilene Energy Center Combustion Turbine,p20041
1252,Tecumseh Energy Center,p20177
1258,Anthony,p20077
1259,Ashland,p20025
1261,Augusta Electric Plant No 1,p20015
1262,Baldwin City Plant No 1,p20045
1263,Belleville,p20157
1264,Beloit,p20123
1265,Burlingame,p20139
1266,Burlington (KS),p20031
1267,Chanute 1,p20133
1268,Chanute 2,p20133
1270,Clay Center,p20027
1271,Coffeyville,p20125
1272,Colby City of,p20193
1274,Ellinwood,p20009
1275,Ellis,p20051
1276,Erie,p20133
1278,Garnett Municipal,p20003
1279,Girard,p20037
1280,Goodland,p20181
1283,Herington,p20041
1285,Hill City,p20065
1286,Hoisington,p20009
1287,Holton,p20085
1289,Hugoton 1,p20189
1291,Iola,p20001
1292,Jetmore,p20083
1294,Kaw,p20209
1295,Quindaro,p20209
1296,Kingman Municipal Power and Light Plant,p20077
1297,La Crosse,p20165
1298,Gas Turbine (KS),p20145
1299,Larned,p20145
1300,Lincoln,p20105
1305,McPherson 2,p20113
1306,Meade,p20119
1307,Minneapolis City of,p20143
1308,Mulvane Power Plant,p20191
1312,Oberlin (KS),p20039
1313,Osage City,p20139
1314,Osawatomie City of,p20121
1315,Osborne,p20141
1316,Ottawa,p20059
1317,Pratt,p20151
1319,Russell Downtown,p20167
1320,Sabetha Power Plant,p20131
1321,St Francis,p20023
1322,St John,p20185
1324,Sharon Spring,p20199
1325,Stafford,p20185
1326,Sterling,p20159
1327,Stockton,p20163
1328,Wamego,p20149
1329,Washington,p20201
1330,Wellington 1,p20191
1332,West 14th Street,p20035
1334,Great Bend - Midwest Energy,p20009
1336,Garden City,p20055
1353,Big Sandy,p21127
1354,Dix Dam,p21079
1355,E W Brown,p21167
1356,Ghent,p21041
1357,Green River,p21177
1358,Haefling,p21067
1359,Mother Ann Lee,p21167
1360,Pineville,p21013
1361,Tyrone,p21239
1363,Cane Run,p21111
1364,Mill Creek (KY),p21111
1365,Ohio Falls,p21111
1366,Paddys Run,p21111
1367,Waterside GT,p21111
1368,Zorn,p21111
1371,Barkley,p21143
1374,Elmer Smith,p21059
1376,Paris (KY),p21017
1377,Kentucky Dam,p21139
1378,Paradise,p21177
1379,Shawnee,p21145
1380,Wolf Creek,p21207
1381,Kenneth C Coleman,p21091
1382,HMP&L Station Two Henderson,p21233
1383,Robert A Reid,p21233
1384,Cooper,p21199
1385,Dale,p21049
1391,Louisiana 1,p22033
1392,Louisiana 2,p22033
1393,R S Nelson,p22019
1394,Willow Glen,p22047
1396,Coughlin Power Station,p22039
1400,Teche,p22101
1401,Buras,p22075
1402,Little Gypsy,p22089
1403,Nine Mile Point,p22051
1404,Sterlington,p22073
1407,A B Paterson,p22071
1409,Michoud,p22071
1416,Arsenal Hill,p22017
1417,Lieberman,p22017
1435,Franklin (LA),p22101
1439,Houma,p22109
1443,Louis Doc Bonin,p22055
1445,Rodemacher,p22055
1447,Minden,p22119
1448,Monroe (LA),p22073
1449,Morgan City,p22101
1453,New Roads,p22077
1455,Plaquemine,p22047
1456,Rayne,p22001
1464,Big Cajun 1,p22077
1466,Bar Harbor,p23009
1468,Eastport,p23029
1469,Ellsworth Hydro Station,p23009
1472,Howland Hydro Station,p23019
1474,Medway,p23019
1475,Milford Hydro Station,p23019
1478,Stillwater Hydro Station,p23019
1480,Androscoggin 3,p23001
1481,Bar Mills,p23031
1482,Bonny Eagle,p23005
1483,Brunswick Hydro,p23005
1484,Cape Gas Turbine,p23005
1486,Cataract Hydro,p23031
1487,Continental Mills,p23001
1488,Deer Rips,p23001
1490,Fort Halifax,p23011
1491,Gulf Island,p23001
1492,Harris Hydro,p23025
1493,Hiram,p23017
1497,Messalonskee 2 (Oakland),p23011
1498,Messalonskee 3,p23011
1500,Messalonskee 5,p23011
1501,North Gorham,p23005
1504,Shawmut,p23025
1505,Skelton,p23031
1507,William F Wyman,p23005
1508,West Buxton,p23031
1509,Weston Hydro,p23025
1510,Williams Hydro,p23025
1511,Wyman Hydro,p23025
1513,Caribou Generation Station,p23003
1514,Flos Inn Diesel,p23003
1516,Squa Pan Hydro Station,p23003
1552,"CP Crane Power, LLC",p24005
1553,Gould Street,p24510
1554,Herbert A Wagner,p24003
1555,Notch Cliff,p24005
1556,Perryman,p24025
1557,Philadelphia,p24510
1559,Riverside (MD),p24005
1560,Westport,p24510
1563,Crisfield,p24039
1564,Vienna Operations,p24019
1567,Deep Creek,p24023
1570,FirstEnergy R Paul Smith Power Station,p24043
1571,Chalk Point LLC,p24033
1572,Dickerson,p24031
1573,Morgantown Generating Plant,p24017
1574,Conowingo,p24025
1580,Easton,p24041
1585,Exelon Edgar LLC,p25021
1586,Exelon Framingham LLC,p25017
1587,Exelon L Street,p25025
1588,Mystic Generating Station,p25017
1589,New Boston Generating Station,p25025
1590,Pilgrim Nuclear Power Station,p25023
1592,Exelon Medway LLC,p25021
1595,Kendall Square Station,p25017
1597,Oak Bluffs Diesel Generating Facility,p25007
1599,Canal,p25001
1603,Boatlock,p25013
1604,Chemical,p25013
1605,Hadley Falls,p25013
1606,Mount Tom,p25013
1607,Riverside Holyoke,p25013
1615,Nantucket,p25019
1619,Brayton Point,p25005
1620,Deerfield 5,p25003
1626,Salem Harbor,p25009
1629,Cabot,p25011
1630,Cobble Mountain,p25013
1631,Doreen,p25003
1634,Gardners Falls,p25011
1637,Putts Bridge,p25013
1638,Redbridge,p25013
1642,Essential Power Massachusetts LLC,p25013
1643,Woodland Road,p25003
1660,Potter Station 2,p25021
1670,High Street Station,p25009
1678,Waters River,p25009
1682,Cleary Flood,p25005
1693,Alcona,p26001
1694,Allegan Dam,p26005
1695,B C Cobb,p26121
1696,B E Morrow,p26077
1698,C W Tippy,p26101
1700,Cooke,p26069
1701,Croton,p26123
1702,Dan E Karn,p26017
1704,Five Channels,p26069
1705,Foote,p26069
1706,Gaylord - Consumers,p26137
1707,Hardy,p26123
1708,Hodenpyl,p26165
1710,J H Campbell,p26139
1712,Loud,p26069
1713,Ludington,p26105
1714,Mio,p26135
1715,Palisades,p26159
1716,Rogers,p26107
1718,Straits,p26047
1719,Thetford,p26049
1720,J C Weadock,p26017
1722,Webber,p26067
1723,J R Whiting,p26115
1725,Colfax,p26093
1726,Conners Creek,p26163
1727,Dayton (MI),p26163
1728,Delray,p26163
1729,Fermi,p26115
1730,Hancock,p26125
1731,Harbor Beach,p26063
1732,Marysville,p26147
1733,Monroe (MI),p26115
1734,Northeast (MI),p26099
1735,Oliver,p26063
1737,Placid 12,p26125
1739,Putnam (MI),p26125
1740,River Rouge,p26163
1741,Slocum,p26163
1743,St Clair,p26147
1744,Superior,p26161
1745,Trenton Channel,p26163
1746,Wilmot,p26157
1750,Manistique,p26153
1751,Edison Sault,p26033
1753,Berrien Springs,p26021
1754,Buchanan (MI),p26021
1756,Saxon Falls,p26053
1757,Superior Falls,p26053
1760,Constantine,p26149
1761,Mottville,p26149
1769,Presque Isle,p26103
1771,Escanaba,p26041
1772,John H Warden,p26013
1773,Prickett,p26013
1774,Victoria Dam,p26131
1775,Brule,p55037
1776,Chalk Hill,p26109
1777,Hemlock Falls,p26071
1778,Kingsford,p26043
1780,Michigamme Falls,p26071
1781,Peavy Falls,p26071
1784,Twin Falls (MI),p26043
1785,Way Dam,p26071
1786,White Rapids,p26109
1787,Grand Rapids,p26109
1818,Clinton,p26091
1821,Crystal Falls,p26071
1825,J B Sims,p26139
1826,Grand Haven Diesel Plant,p26139
1827,Hart,p26127
1829,Hillsdale,p26059
1830,James De Young,p26139
1831,Eckert Station,p26065
1832,Erickson Station,p26045
1837,Lowell,p26081
1840,Plant Four,p26103
1842,James R Smith,p26103
1843,Shiras,p26103
1844,Marshall (MI),p26025
1846,Newberry,p26095
1848,Norway (MI),p26043
1851,Frank Jenkins,p26067
1852,St Louis,p26057
1853,Main Street (MI),p26063
1855,Sturgis City  Diesel Plant,p26149
1856,Hydro Plant,p26149
1865,Saint Marys Falls,p26033
1866,Wyandotte,p26163
1867,Zeeland,p26139
1868,Dafter,p26033
1871,Kleber,p26031
1873,Tower,p26031
1874,Caro,p26157
1875,Ubly,p26063
1877,George Johnson,p26133
1879,Scottville,p26105
1880,Claude Vandyke,p26005
1881,Vestaburg,p26117
1888,Fox Lake,p27091
1889,Hills,p27133
1891,Syl Laskin,p27137
1892,Blanchard,p27097
1893,Clay Boswell,p27061
1894,Fond Du Lac,p27137
1895,Knife Falls,p27017
1896,Little Falls (MN),p27097
1897,M L Hibbard,p27137
1898,Pillager,p27021
1899,Scanlon,p27017
1900,Sylvan,p27021
1901,Thomson,p27017
1902,Winton,p27075
1904,Black Dog,p27037
1910,Granite City,p27009
1911,Hennepin Island,p27053
1912,High Bridge,p27123
1913,Inver Hills,p27037
1914,Key City,p27013
1915,Allen S King,p27163
1918,Minnesota Valley,p27023
1922,Monticello Nuclear Facility,p27171
1925,Prairie Island,p27049
1926,Red Wing,p27049
1927,Riverside (MN),p27053
1929,St James,p27165
1932,West Fairbault,p27131
1934,Wilmarth,p27013
1943,Hoot Lake,p27111
1956,Adrian,p27105
1958,Alexandria,p27041
1960,Austin Downtown,p27099
1961,Austin Northeast,p27099
1964,Benson City of,p27151
1966,Blooming Prairie,p27147
1967,Blue Earth,p27043
1969,Delano,p27171
1970,Detroit Lakes,p27005
1971,Elk River City of,p27141
1972,Fairfax,p27129
